No,Busstop name,Street,公交车站站名,街道名
3341,Bef Gdns by the Bay,Marina Gdns Dr,Gdns by the Bay对面,？
3371,Gdns by the Bay,Marina Gdns Dr,Gdns by the Bay,？
66191,S'goon Gdn Sch,Burghley Dr,Gdn Sch对面,柏格礼通道
40201,Chelsea Gdn Condo,Stevens Rd,Gdn Condo对面,史蒂芬路
66271,S'goon Gdn Circus,S'goon Gdn Way,Gdn Circus对面,实龙岗花园大道
47101,Opp Garment Process,Senoko Dr,Garment Process对面,圣诺哥通道
11349,Opp Garlick Ville,Sixth Ave,Garlick Ville对面,第6道
11341,Garlick Ville,Sixth Ave,Garlick Ville,第6道
10221,Ganges Ctr,Ganges Ave,Ganges Ctr,恒河道
10249,Opp Gan Eng Seng Sec Sch,Alexandra Rd,Gan Eng Seng中学对面,亚历山大路
10241,Gan Eng Seng Sec Sch,Alexandra Rd,Gan Eng Seng中学,亚历山大路
46489,Aft Gambas Ave,Woodlands Ave 9,Gambas Ave对面,兀兰9道
25169,Opp Galmon S'pore,Tuas Ave 1,Galmon S'pore对面,大士1道
49069,Tropical Furniture Ltd,Sg Kadut St 1,Furniture Ltd对面,双溪加株1街
3011,Fullerton Sq,Fullerton Rd,Fullerton Sq,浮尔顿路
84129,Fujitec S'pore Ltd,Bedok Sth Rd,Fujitec 新加坡 Ltd,勿洛南路
7551,Fu Lu Shou Cplx,Rochor Rd,Fu Lu Shou Cplx,梧槽路 
29081,Franklin Offshore,Pandan Rd,Franklin Offshore,班丹路
83201,Bef Frankel Terr,Frankel Ave,Frankel Terr对面,富兰克道
83209,Aft Frankel Terr,Frankel Ave,Frankel Terr对面,富兰克道
93109,Bef Frankel Pl,Frankel Ave,Frankel Pl对面,富兰克道
83199,Aft Frankel Dr,Frankel Ave,Frankel Dr对面,富兰克道
83191,Bef Frankel Dr,Frankel Ave,Frankel Dr对面,富兰克道
83219,Bef Frankel Ave,Siglap Dr,Frankel Ave对面,实乞纳路
26211,Framo S'pore Pte Ltd,Tuas Sth Ave 9,Framo S'pore Pte Ltd,大士南9道
23111,Bef Fourth Lok Yang Rd,Lok Yang Way,Fourth Lok Yang Rd对面,洛阳大道
23119,Aft Fourth Lok Yang Rd,Lok Yang Way,Fourth Lok Yang Rd对面,洛阳大道
7518,Fortune Ctr,Bencoolen St,Fortune中心,明古连街
91049,Bef Fort Rd,Mountbatten Rd,Fort Rd对面,蒙巴登路
91089,Opp Fort Gdns,Fort Rd,Fort Gdns对面,弗洛拉路
91081,Fort Gdns,Fort Rd,Fort Gdns,弗洛拉路
44091,Opp Former Keat Hong Camp,Choa Chu Kang Ave 1,Former Keat Hong Camp对面,蔡厝港1道
44599,Former Keat Hong Camp,Choa Chu Kang Ave 1,Former Keat Hong Camp,蔡厝港1道
44099,Former Keat Hong Camp,Choa Chu Kang Ave 1,Former Keat Hong Camp,蔡厝港1道
20329,S'pore Food Ind,Pandan Loop,Food Ind对面,班丹环道
46891,Jordon Food Ind,Woodlands Loop,Food Ind对面,兀兰环道
29139,Opp Foh Foh Pte Ltd,Pandan Ave,Foh Foh Pte Ltd对面,班丹道
68139,Youth Flying Club,West Camp Rd,Flying Club对面,西兵营路
55339,Aft Florissa Pk,Lentor Loop,Florissa Pk对面,伦多环道
82181,Flora East,Joo Chiat Pl,Flora East,如切坊
83291,Flora East,Still Rd,Flora East,史蒂尔路
83249,Flamingo Valley,Siglap Rd,Flamingo Valley,实乞纳路
11479,The Fisherman Ch,Margaret Dr,Fisherman Ch对面,玛格烈通道
23189,Bef First Lok Yang Rd,Intl Rd,First Lok Yang Rd对面,国际路
23099,Bef First Lok Yang Rd,Lok Yang Way,First Lok Yang Rd对面,洛阳大道
24511,Tuas Fire Stn,Tuas Rd,Fire Stn对面,大士路
23159,Aft Fifth Lok Yang Rd,Intl Rd,Fifth Lok Yang Rd对面,国际路
67471,Aft Fernvale Link,Sengkang West Ave,Fernvale Link对面,盛港西道
67479,Bef Fernvale Link,Sengkang West Ave,Fernvale Link对面,盛港西道
67551,Aft Fernvale Link,Sengkang West Way,Fernvale Link对面,盛港西大道
67559,Bef Fernvale Link,Sengkang West Way,Fernvale Link对面,盛港西大道
67499,Bef Fernvale Lane,Sengkang West Ave,Fernvale Lane对面,盛港西道
67491,Aft Fernvale Lane,Sengkang West Ave,Fernvale Lane对面,盛港西道
67089,Bef Fernvale Lane,Sengkang West Rd,Fernvale Lane对面,盛港西路
50351,Farrer Pk Tennis Ctr,Dorset Rd,Farrer Pk Tennis Ctr,多实路
59409,Evangel Family Ch,Yishun Ring Rd,Family Ch对面,义顺环路
44779,Opp Fajar Stn,Fajar Rd,Fajar Stn对面,法嘉路
44771,Fajar Stn,Fajar Rd,Fajar Stn,法嘉路
94041,Opp Fairview Ct,Upp East Coast Rd,Fairview Ct对面,东海岸路上段
94049,Fairview Ct,Upp East Coast Rd,Fairview Ct,东海岸路上段
23519,Opp FairPrice Hub,Benoi Rd,FairPrice Hub对面,费耐路
18119,Opp Fairfield Meth Pr Sch,Dover Rd,Fairfield Meth Pr Sch对面,杜佛路
18111,Fairfield Meth Pr Sch,Dover Rd,Fairfield Meth Pr Sch,杜佛路
16199,NUS Fac of Design & Env,Kent Ridge Cres,Fac of Design & Env对面,肯特岗湾
53081,Opp Faber Gdn,Upp Thomson Rd,Faber Gdn对面,汤申路上段
53089,Faber Gdn,Upp Thomson Rd,Faber Gdn,汤申路上段
23261,Opp Exxon Mobil,Pioneer Rd,埃克森美孚对面,先驱路
23269,Exxon Mobil,Pioneer Rd,埃克森美孚,先驱路
95189,Expeditors,Alps Ave,Expeditors,机场后勤围道
85039,Opp Excelsior Gdns,Bedok Rd,Excelsior公园对面,勿洛路
85031,Excelsior Gdns,Bedok Rd,Excelsior公园,勿洛路
12151,Evian Condo,Moonbeam Walk,Evian Condo,月光径
94011,Evergreen Gdn,Upp East Coast Rd,Evergreen Gdn,东海岸路上段
94019,Opp Evergreen Ave,Upp East Coast Rd,Evergreen Ave对面,东海岸路上段
71089,Opp Eunos Technolink,Eunos Link,Eunos Technolink对面,友诺士连路
71081,Eunos Technolink,Eunos Link,Eunos Technolink,友诺士连路
83109,Opp Eunos Stn,Jln Eunos,Eunos Stn对面,惹兰友诺士
83101,Eunos Stn,Jln Eunos,Eunos Stn,惹兰友诺士
82061,Eunos Stn,Sims Ave,Eunos Stn,沈氏道
72019,Eunos Mans,Jln Eunos,Eunos Mans,惹兰友诺士
82009,Eunos Int,Eunos Rd 2,Eunos Int,友诺士2路
11231,Aft Estoril Mans,Holland Rd,Estoril Mans对面,荷兰路
2111,Esplanade Bridge,Esplanade Dr,Esplanade Bridge,海滨公园通道
25479,S'pore Epson Ind,Tuas Link 4,Epson Ind对面,大士连路7
40171,Opp Env Bldg,Scotts Rd,Env Bldg对面,史各士路
40179,Env Bldg,Scotts Rd,Env Bldg,史各士路
45441,Opp Eng Hua Furniture Mfg Pte Ltd,Sg Kadut Dr,Eng Hua Furniture Mfg Pte Ltd对面,双溪加株通道
7359,Opp Eminent Plaza,Lavender St,Eminent Plaza对面,劳明达街
7351,Eminent Plaza,Lavender St,Eminent Plaza,劳明达街
17311,Emerson Process,West Coast Highway,Emerson Process,西海岸大道
77079,Elias Mall,Elias Rd,Elias Mall,伊莱雅路
28679,Hitachi Elevator Bldg,Toh Guan Rd East,Elevator Bldg对面,卓源东路
97169,Opp Edwards Lifesciences,Changi Nth Cres,Edwards Lifesciences对面,樟宜北弯
97161,Edwards Lifesciences,Changi Nth Cres,Edwards Lifesciences,樟宜北弯
76461,Eden Condo,Tampines St 34,Eden Condo,淡滨尼34街
49081,Opp Econ Machinery ,Sg Kadut Dr,Econ Machinery对面,双溪加株通道
49089,Econ Machinery,Sg Kadut Dr,Econ Machinery,双溪加株通道
49159,Econ Group,Kranji Way,Econ Group,克兰芝大道
85019,Eastwood Ctr,Bedok Rd,Eastwood中心,勿洛路
11219,Great Eastern Mans,Holland Rd,Eastern Mans对面,荷兰路
93131,Opp Eastern Lagoon II,Bedok Sth Ave 1,Eastern Lagoon II对面,勿洛南1道
93139,Eastern Lagoon II,Bedok Sth Ave 1,Eastern Lagoon II,勿洛南1道
28669,Jurong East Warehse,Toh Guan Rd East,East Warehse对面,卓源东路
76289,Opp East View Pr Sch,Tampines Ave 4,East View Pr Sch对面,淡滨尼4道
76281,East View Pr Sch,Tampines Ave 4,East View Pr Sch,淡滨尼4道
76469,East Spring Sec Sch,Tampines St 34,East Spring Sec Sch,淡滨尼34街
9219,Far East Plaza,Scotts Rd,East Plaza对面,史各士路
28249,Jurong East Lib,Jurong Town Hall Rd,East Lib对面,裕廊镇大会堂路
83151,Parkway East Hosp,Joo Chiat Pl,East Hosp对面,如切坊
52479,Opp EASB,Ah Hood Rd,EASB对面,亚佛路
52471,EASB,Ah Hood Rd,EASB,亚佛路
94099,Aft E.C. Sea Sports Club,ECP,E.C. Sea Sports Club对面,东海岸公园大道
11339,Dynasty Lodge,Sixth Ave,Dynasty Lodge,第6道
82121,Dunman View,Dunman Rd,Dunman View,杜尼安路
82081,Aft Dunman Rd,Tg Katong Rd,Dunman Rd对面,丹戎加东路
40099,Aft Dunkirk Ave,Dunearn Rd,Dunkirk Ave对面,杜尼安路
24539,Dundee Marine,Pioneer Sector 1,Dundee Marine,先驱路1段
93051,Aft Dunbar Walk,East Coast Rd,Dunbar Walk对面,东海岸路
92179,Aft Duku Rd,Joo Chiat Rd,Duku Rd对面,如切路
71079,Comfort Driving Ctr,Eunos Link,Driving Ctr对面,友诺士连路
3529,Downtown Stn,Central Blvd,Downtown Stn,中央林荫道
78091,Opp Downtown East,Pasir Ris Cl,Downtown East对面,巴西立弄
77371,Opp Downtown East,Pasir Ris Dr 3,Downtown East对面,巴西立通道3
78101,Opp Downtown East,Pasir Ris Dr 3,Downtown East对面,巴西立通道3
78109,Downtown East,Pasir Ris Dr 3,Downtown East,巴西立通道3
19039,Dover Stn,C'wealth Ave West,Dover Stn,联邦西道
19031,Dover Stn,C'wealth Ave West,Dover Stn,联邦西道
17099,Aft Dover Rd,Clementi Rd,Dover Rd对面,金文泰路
19079,Bef Dover Ct Prep Sch,Dover Rd,Dover Ct Prep Sch对面,杜佛路
23089,S'pore Discovery Ctr,Upp Jurong Rd,Discovery Ctr对面,裕廊路上段
16141,Tentera Diraja Mque,Clementi Rd,Diraja Mque对面,金文泰路
98209,Encompass Digital Media,Loyang Cres,Digital Media对面,罗央弯
57069,Opp Dieppe Barracks,Sembawang Rd,Dieppe Barracks对面,三巴旺路
57061,Dieppe Barracks,Sembawang Rd,Dieppe Barracks,三巴旺路
25171,Becton Dickinson Med,Tuas Ave 1,Dickinson Med对面,大士1道
45051,Da Di Glass,Woodlands Rd,Di Glass对面,兀兰路
95179,DHL,Alps Ave,DHL,机场后勤围道
96389,DHL,Changi Sth Ave 2,DHL,樟宜南2道
96329,DHL,Changi Sth Ave 2,DHL,樟宜南2道
10269,Opp Delta Sports Hall,Alexandra Rd,Delta运动中心对面,亚历山大路
10261,Delta Sports Hall,Alexandra Rd,Delta 运动中心,亚历山大路
9169,Delfi Orchard,Orchard Rd,Delfi Orchard,乌节路
71191,Aft Defu Lane 12 ,Airport Rd,Defu线12之后,机场路
43111,Min of Defence,Upp Bt Timah Rd,Defence对面,武吉知马路上段
31031,Civil Defence Academy,Jln Bahar,Defence Academy对面,惹兰？哈
67029,Aft Dedap Rd,Yio Chu Kang Rd,Dedap Rd对面,杨厝港路
67021,Opp Dedap Rd,Yio Chu Kang Rd,Dedap Rd对面,杨厝港路
95191,Opp DB Schenker,Alps Ave,DB Schenker对面,机场后勤围道
70131,Bef Davidson Rd,MacPherson Rd,Davidson Rd对面,麦波申路
49181,Dapolite Ind,Kranji Loop,Dapolite Ind,克兰芝环路
26049,Damen Shipyard,Tuas Cres,Damen Shipyard,大士弯
34059,Yishun Dairy Farm,Lim Chu Kang Rd,Dairy Farm对面,林厝港路
43859,Opp Dairy Farm Est Sth Gate,Dairy Farm Cres,Dairy Farm Est Sth Gate对面,牛乳场弯
43869,Bef Dairy Farm Est Nth Gate,Dairy Farm Cres,Dairy Farm Est Nth Gate对面,牛乳场弯
25151,DaimlerChrysler Logistics,Tuas Ave 1,DaimlerChrysler Logistics,大士1道
66349,Opp Daikin S'pore,Ang Mo Kio Ave 3,Daikin新加坡对面,宏茂桥3道
66341,Daikin S'pore,Ang Mo Kio Ave 3,Daikin新加坡,宏茂桥3道
20059,Opp Cycle & Carriage,AYE,Cycle & Carriage对面,亚逸拉惹高速公路
20051,Cycle & Carriage,AYE,Cycle & Carriage,亚逸拉惹高速公路
11169,C'wealth Stn,C'wealth Ave,C'wealth Stn,联邦道
11161,C'wealth Stn,C'wealth Ave,C'wealth Stn,联邦道
11041,Aft C'wealth Dr,Queensway,C'wealth Dr对面,女皇大道
5649,Opp Customs Port Br HQ,Keppel Rd,Customs Port Br HQ对面,岌巴路
5641,Customs Port Br HQ,Keppel Rd,Customs Port Br HQ,岌巴路
9139,Aft Cuscaden Rd,Grange Rd,Cuscaden Rd对面,格兰芝路
52419,Curtin S'pore,Jln Rajah,Curtin S'pore,惹兰拉惹
15199,Opp Currency Hse,Pasir Panjang Rd,Currency Hse对面,巴西班让路
6189,Ctrl Sq,Havelock Rd,Ctrl Sq,合乐路
16181,Ctrl Lib,Kent Ridge Cres,Ctrl Lib,肯特岗湾
64541,Hougang Ctrl Int,Hougang Ctrl,Ctrl Int对面,后港中路
64009,Hougang Ctrl Int,Hougang Ctrl,Ctrl Int对面,后港中路
21109,Ctrl Fish Proc Fty,Jln Tepong,Ctrl Fish Proc Fty,惹兰德榜
2099,Marina Ctr Ter,Raffles Blvd,Ctr Ter对面,莱佛士林荫道
10211,Porsche Ctr S'pore,Leng Kee Rd,Ctr S'pore对面,？记路
50111,Revival Ctr Ch,Moulmein Rd,Ctr Ch对面,摩绵路
54491,Aft CTE,Ang Mo Kio Ave 5,CTE之后,宏茂桥5道
54499,Bef CTE,Ang Mo Kio Ave 5,CTE之前,宏茂桥5道
29099,Ct S'pore,Pandan Rd,Ct S'pore,班丹路
41031,Bef Crown Ctr,Bt Timah Rd,Crown Ctr对面,武吉知马路
25229,Crown Beverage Cans S'pore,Jln Ahmad Ibrahim,Crown Beverage Cans S'pore,惹兰阿末依布拉欣
66161,Opp Crowhurst Dr,Chartwell Dr,Crowhurst Dr对面,爵卫通道
93071,Crescendo Bldg,Upp East Coast Rd,Crescendo Bldg,东海岸路上段
1339,Bef Crawford Bridge,Crawford St,Crawford Bridge对面,哥罗福街
99021,Bef Cranwell Rd,Loyang Ave,Cranwell Rd对面,罗央道
99029,Aft Cranwell Rd,Loyang Ave,Cranwell Rd对面,罗央道
5421,Aft Craig Rd,Tg Pagar Rd,Craig Rd对面,丹戎巴葛路
80171,CP F,Stadium Walk,CP F,体育场径
14429,CP B,Port Rd,CP B,波德路
14419,CP A,Labrador Villa Rd,CP A,拉柏多维拉路
27041,CP 7,Nanyang Cres,CP 7,南洋弯
55259,Opp Countryside Est,Lentor Ave,Countryside Est对面,伦多道
55251,Countryside Est,Lentor Ave,Countryside Est,伦多道
25221,Raffles Country Club,Jln Ahmad Ibrahim,Country Club对面,惹兰阿末依布拉欣
21619,Aft Corporation Rd,Corporation Dr,Corporation Rd对面,企业通道
21171,Opp Corporation Pl,Corporation Rd,Corporation Pl对面,企业路
21029,Aft Corporation Pl,Jln Ahmad Ibrahim,Corporation Pl对面,惹兰阿末依布拉欣
21179,Corporation Pl,Corporation Rd,Corporation Pl,企业路
21771,Aft Corporation Dr,Yung Ho Rd,Corporation Dr对面,永和路
41049,Opp Coronation Plaza,Dunearn Rd,Coronation Plaza对面,杜尼安路
41041,Coronation Plaza,Bt Timah Rd,Coronation Plaza,武吉知马路
6129,Grand Copthorne Hotel,Kim Seng Rd,Copthorne Hotel对面,金声路
22061,Opp Cooling Sys Pte Ltd,Jln Buroh,Cooling Sys Pte Ltd对面,惹兰布罗
22069,Cooling Sys Pte Ltd,Jln Buroh,Cooling Sys Pte Ltd,惹兰布罗
66171,Bef Cooling Cl,Chartwell Dr,Cooling Cl对面,爵卫通道
2151,Suntec Convention Ctr,Temasek Blvd,Convention Ctr对面,淡马锡林荫道
23151,Containers Printers,Intl Rd,Containers Printers,国际路
2011,Victoria Concert Hall,Fullerton Rd,Concert Hall对面,浮尔顿路
16189,Computer Ctr,Kent Ridge Cres,Computer Ctr,肯特岗湾
98161,Composite Tech,Loyang Way,Composite Tech,罗央大道
97321,Aft Compass Green,Tanah Merah Besar Rd,Compass Green对面,丹那美拉勿刹路
27231,Sch of Comm and Info,Nanyang Dr,Comm and Info对面,南洋通道
29119,ComfortDelGro Engrg,Pandan Rd,ComfortDelGro Engrg,班丹路
52069,ComfortDelGro Corp Ltd,Braddell Rd,ComfortDelGro Corp公司,布莱德路
71029,Comfort Test Ctr,Airport Rd,Comfort Test中心,机场路
71021,Opp Comfort Test Ctr,Airport Rd,Comfort Test 中心对面,机场路
97151,Opp 3Com Asia Pacific Rim,Changi Nth Cres,Com Asia Pacific Rim对面,樟宜北弯
93101,Aft Coldstream Ave,Frankel Ave,Coldstream Ave对面,富兰克道
78269,Opp Coastal View,Jln Loyang Besar,Coastal View对面,惹兰罗央勿刹
94029,East Coast Ville,Upp East Coast Rd,Coast Ville对面,东海岸路上段
17291,West Coast Pk,West Coast Highway,Coast Pk对面,西海岸大道
34009,Police Coast Guard,Lim Chu Kang Rd,Coast Guard对面,林厝港路
92309,East Coast Apts,Telok Kurau Rd,Coast Apts对面,直落古楼路
17041,Blk 726 Clementi West Mkt,West Coast Rd,Clementi West Mkt对面,西海岸路
17171,Clementi Stn,C'wealth Ave West,Clementi Stn,联邦西道
17179,Clementi Stn,C'wealth Ave West,Clementi Stn,联邦西道
16089,Aft Clementi Rd,Pasir Panjang Rd,Clementi Rd对面,巴西班让路
12111,Bef Clementi Rd,Ulu Pandan Rd,Clementi Rd对面,乌鲁班丹路
17359,Bef Clementi Rd,West Coast Highway,Clementi Rd对面,西海岸大道
17351,Aft Clementi Rd,West Coast Highway,Clementi Rd对面,西海岸大道
17009,Clementi Int,Clementi Ave 3,Clementi Int,金文泰3道
62099,Classical Terr,Bartley Rd,Classical Terr,巴特礼路
4219,Opp Clarke Quay,River Valley Rd,Clarke Quay对面,里？？利路
4211,Clarke Quay,River Valley Rd,Clarke Quay,里？？利路
21531,Clariant S'pore,Third Chin Bee Rd,Clariant S'pore,第3振美路
46321,Woodlands Civic Ctr,Woodlands Ave 5,Civic Ctr对面,兀兰5道
76549,Opp Citylife@Tampines,Tampines Ave 9,Citylife@Tampines对面,淡滨尼9道
76541,Citylife@Tampines,Tampines Ave 9,Citylife@Tampines,淡滨尼9道
53321,CityCab,Sin Ming Ave,CityCab,新民道
40111,City Twrs,Bt Timah Rd,City Twrs,武吉知马路
82231,Opp City Plaza,Guillemard Rd,City Plaza对面,基里玛路
82109,City Plaza,Geylang Rd,City Plaza,芽笼路
95041,CIAS Cargo Ters,Airport Cargo Rd,CIAS 货梯 Ters,机场货运路
52259,Opp Chung Hwa Free Clinic,Lor 4 Toa Payoh,Chung Hwa Free Clinic对面,大巴窑4巷
52251,Chung Hwa Free Clinic,Lor 4 Toa Payoh,Chung Hwa Free Clinic,大巴窑4巷
59379,Opp Chung Cheng High Sch,Yishun St 61,Chung Cheng High Sch对面,义顺61街
59371,Chung Cheng High Sch,Yishun St 61,Chung Cheng High Sch,义顺61街
22319,Chun Chun Mfg,Wan Lee Rd,Chun Mfg对面,万利路
60021,Chubb S'pore,Kallang Bahru,Chubb S'pore,加冷？鲁
66111,Chuan View,Lor Chuan,Chuan View,罗弄泉
66121,Chuan Terr,Lor Chuan,Chuan Terr,罗弄泉
66399,Lor Chuan Stn,S'goon Ave 3,Chuan Stn对面,实龙岗3道
26121,Opp Chuan Hua,Tuas Basin Link,Chuan Hua对面,大士盆地连路
66129,Aft Chuan Gdn,Lor Chuan,Chuan Gdn对面,罗弄泉
31009,Choa Chu Kang Rd End,Old Choa Chu Kang Rd,Chu Kang Rd End对面,旧蔡厝港路
66511,Yio Chu Kang Amenity Ctr,S'goon Nth Ave 6,Chu Kang Amenity Ctr对面,实龙岗北6道
54319,Opp Christ The King Ch,Ang Mo Kio Ave 8,Christ The国王Ch对面,宏茂桥8道
84501,Christ Ch,Bedok Reservoir Rd,Christ Ch,勿洛水池路
31049,Aft Chr Cemy Path 9,Jln Bahar,Chr Cemy Path 9对面,惹兰？哈
31059,Aft Chr Cemy Path 3,Jln Bahar,Chr Cemy Path 3对面,惹兰？哈
44531,Opp Choa Chu Kang Stn,Choa Chu Kang Ave 4,Choa Chu Kang Stn对面,蔡厝港4道
44291,Opp Choa Chu Kang Polyclinic,Teck Whye Ave,Choa Chu Kang Polyclinic对面,德惠道
44299,Choa Chu Kang Polyclinic,Teck Whye Ave,Choa Chu Kang Polyclinic,德惠道
44009,Choa Chu Kang Int,Choa Chu Kang Loop,Choa Chu Kang Int,蔡厝港环道
40069,Anglo-Chinese Sch,Dunearn Rd,Chinese Sch对面,杜尼安路
21651,Opp Chinese Gdn,Yuan Ching Rd,Chinese Gdn对面,园景路
21659,Chinese Gdn,Yuan Ching Rd,Chinese Gdn,园景路
31121,Opp Chinese Cemy,Old Choa Chu Kang Rd,Chinese Cemy对面,旧蔡厝港路
31201,Aft Chinese Cemy Path 13,Lim Chu Kang Rd,Chinese Cemy Path 13对面,林厝港路
31079,Opp Chinese Cemy Path 11,Lim Chu Kang Rd,Chinese Cemy Path 11对面,林厝港路
31071,Aft Chinese Cemy Path 11,Lim Chu Kang Rd,Chinese Cemy Path 11对面,林厝港路
31129,Chinese Cemy,Old Choa Chu Kang Rd,Chinese Cemy,旧蔡厝港路
5049,Chinatown Pt,New Bridge Rd,Chinatown Pt,新桥路
68061,Sing-China Bldg,Piccadilly,China Bldg对面,必卡利路
92211,CHIJ Katong Convent (Sec),Marine Terr,CHIJ Katong Convent (Sec),马林台
92061,CHIJ Katong Convent (Pr),Marine Parade Rd,CHIJ Katong Convent (Pr),马林百列路
82179,Joo Chiat Ct,Joo Chiat Pl,Chiat Ct对面,如切坊
82049,Joo Chiat Cplx,Changi Rd,Chiat Cplx对面,樟宜路
93081,Opp Chiang Ct,Upp East Coast Rd,Chiang Ct对面,东海岸路上段
83239,Opp Cheviot Hill,Siglap Rd,Cheviot Hill对面,实乞纳路
43889,Aft Chestnut Dr,Chestnut Ave,Chestnut Dr对面,策士纳道
44359,Bef Chestnut Ave,Petir Rd,Chestnut Ave对面,柏堤路
44351,Aft Chestnut Ave,Petir Rd,Chestnut Ave对面,柏堤路
30099,Opp Chengtai Nursery,Sg Tengah Rd,Chengtai Nursery对面,双溪登雅路
30091,Chengtai Nursery,Sg Tengah Rd,Chengtai Nursery,双溪登雅路
80259,Aft Chen Li Presby Ch,Guillemard Rd,Chen Li Presby Ch对面,基里玛路
25061,Toshiba Chemical S'pore,Tuas Ave 9,Chemical S'pore对面,大士9道
13031,Opp Chatsworth Rd,Tanglin Rd,Chatsworth Rd对面,东陵路
13039,Bef Chatsworth Rd,Tanglin Rd,Chatsworth Rd对面,东陵路
66181,Aft Chartwell Rd,Burghley Dr,Chartwell Rd对面,柏格礼通道
46059,Chartered Semi-C Bldg,Woodlands Rd,Chartered Semi-C Bldg,兀兰路
21351,Opp Chartered Ind,Jln Boon Lay,Chartered Ind对面,惹兰文礼
21359,Chartered Ind,Jln Boon Lay,Chartered Ind,惹兰文礼
96371,Standard Chartered Bank,Changi Business Pk Ctrl 2,Chartered Bank对面,樟宜商业园中2路
43061,Standard Chartered Bank,Upp Bt Timah Rd,Chartered Bank对面,武吉知马路上段
97209,Changi Chapel Museum,Upp Changi Rd Nth,Chapel Museum对面,樟宜路北上段
96351,Bef Changi Sth St 1,Changi Sth Ave 4,Changi Sth St 1对面,樟宜南4道
97049,Changi Prison,Upp Changi Rd Nth,Changi Prison,樟宜路北上段
96051,Opp Changi Ct,Upp Changi Rd East,Changi Ct对面,樟宜路东上段
96059,Changi Ct,Upp Changi Rd East,Changi Ct,樟宜路东上段
95089,Opp Changi Beach CP 5,Nicoll Dr,Changi Beach CP 5对面,尼浩通道
95081,Changi Beach CP 5,Nicoll Dr,Changi Beach CP 5,尼浩通道
95079,Opp Changi Beach CP 4,Nicoll Dr,Changi Beach CP 4对面,尼浩通道
95071,Changi Beach CP 4,Nicoll Dr,Changi Beach CP 4,尼浩通道
99161,Bef Changi Beach CP 3,Nicoll Dr,Changi Beach CP 3对面,尼浩通道
99171,Changi Beach CP 2,Nicoll Dr,Changi Beach CP 2,尼浩通道
40059,Chancery Ct,Dunearn Rd,Chancery Ct,杜尼安路
84019,Opp Chai Chee Ind Pk,New Upp Changi Rd,Chai Chee Ind Pk对面,新樟宜路上段
84011,Chai Chee Ind Pk,New Upp Changi Rd,Chai Chee Ind Pk,新樟宜路上段
43199,Ch of St. Mary,Bt Batok East Ave 6,Ch of St. Mary,武吉巴督东6道
11159,Aft Ch of Our Saviour,C'wealth Ave,Ch of Our Saviour对面,联邦道
63069,Nativity Ch Ctr,Upp S'goon Rd,Ch Ctr对面,实龙岗路上段
76139,Opp Century Sq,Tampines Ave 4,Century Sq对面,淡滨尼4道
2169,Centennial Twr,Temasek Ave,Centennial Twr,淡马锡道
10369,Opp Cendex Ctr,Lower Delta Rd,Cendex Ctr对面,立达路下段
10361,Cendex Ctr,Lower Delta Rd,Cendex Ctr,立达路下段
70111,Opp Cencon Bldg,MacPherson Rd,Cencon Bldg对面,麦波申路
70119,Cencon Bldg,MacPherson Rd,Cencon Bldg,麦波申路
43121,Aft Cashew Terr,Cashew Rd,Cashew Terr对面,凯秀路
43091,Bef Cashew Rd,Upp Bt Timah Rd,Cashew Rd对面,武吉知马路上段
