00481,BT PANJANG TEMP BUS PK
81031,Blk 134, 大牌134
81049,Aft Lor 34 Geylang, 义顺2道之后
81051,Sims Ville, Sims Ville
81069,Opp Lor 39 Geylang, Opp Lor 39 Geylang
81081,Opp Aljunied Stn, 阿裕尼车站对面
81089,Aljunied Stn, 阿裕尼车站
81091,Opp Blk 105, 大牌60
81099,Blk 102, 大牌102
81101,CISCO Ctr, 大牌Ctr
81109,Opp CISCO Ctr, 大牌Ctr对面
81111,Paya Lebar Stn Exit B, Lebar Stn对面
81119,Paya Lebar Stn Exit C, Opp Paya Lebar Stn
81129,Paya Lebar Stn Exit D, Bef Geylang Fire Stn
81131,Opp Grandlink Sq, Grandlink Sq对面
81139,Grandlink Sq, Grandlink Sq
81141,Versailles Condo, Versailles Condo
81149,The Sunny Spring Condo, The Sunny Spring Condo
81151,Kong Hwa Sch, Hwa Sch对面
81159,Opp Kong Hwa Sch, Opp Kong Hwa Sch
81161,blk 56, 大牌56
81169,Opp Blk 56, 大牌56对面
81171,Blk 39, 大牌39
81179,Blk 22, 大牌22
81181,Dakota Stn Exit A/Blk 99, 大牌99
81189,Dakota Stn Exit B/Blk 60, 大牌62
81191,AFT OLD AIRPORT RD, 大牌Sch对面
81199,BEF OLD AIRPORT RD, NorthLight Sch
81201,Opp Geylang Meth Sec Sch, Geylang Meth Sec Sch对面
81209,Geylang Meth Pr Sch, Geylang Meth Pr Sch
81211,Geylang Polyclinic, Geylang Polyclinic
81219,Opp Geylang Polyclinic, Geylang Polyclinic对面
81221,Opp Blk 1015, Tech Ctr对面
81229,Blk 1015, Opp Folec Tech Ctr
81231,Opp Kh Plaza, SCN 中心对面
82009,Eunos Int, Eunos Int
82011,Aft Tg Katong Cplx, 义顺2道之后
82029,Blk 14 Mkt/FC, 大牌FC对面
82032,Blk 416, 大牌416
82033,Blk 414, 大牌414
82049,Joo Chiat Cplx, Chiat Cplx对面
82051,Tg Katong Rd Sth P/G, Katong Rd Sth P/G对面
82059,Opp Tg Katong Rd Sth P/G, One Amber
82061,Eunos Stn/ Int, Eunos Stn
82069,Aft Lor 106 Changi, 义顺2道之后
82071,Opp Tg Katong Girls' Sch, Tg Katong Girls' Sch对面
82079,Tg Katong Girls' Sch, Tg Katong Girls' Sch
82081,Aft Dunman Rd, Dunman Rd对面
82089,Aft Ipoh Lane, Shell Kiosk
82091,Aft Queen Of Peace Ch, Queen of Peace Ch对面
82099,CDAC Bldg, 大牌Bldg
82109,City Plaza, City Plaza
82111,Opp Tg Katong Cplx, Opp Tg Katong Cplx
82119,Tg Katong Cplx, Katong Cplx对面
82121,Dunman View, Dunman View
82129,Tg Katong Sec Sch, Tg Katong Sec Sch
82131,Opp Maranatha Hall, Maranatha Hall对面
82139,Maranatha Hall, Maranatha Hall
82141,Aft Koon Seng Rd, 义顺2道之后
82149,Bef Koon Seng Rd, Bef Koon Seng Rd
82151,Bef Joo Chiat Pl, Bef Joo Chiat Pl
82159,Aft Tembeling Rd, Tembeling Rd对面
82171,Bef Mangis Rd, Mangis Rd对面
82179,Joo Chiat Ct, Chiat Ct对面
82181,Flora East, Flora East
82221,Blk 3A, 大牌3A
82229,Kg Ubi CC, 大牌CC对面
82231,Opp City Plaza, City Plaza对面
83011,Casa Sarina, Casa Sarina
83029,Aft Kg Eunos, Jamiyah Home对面
83031,Opp Hong San Si Tp, Hong San Si Tp对面
83049,Bef Lor 110 Changi, Bef Lor 110 Changi
83059,Mjd Kassim, Mjd Kassim
83062,Kembangan Stn, Kembangan Stn
83063,The Buddhist Union, Buddhist Union对面
83079,Bef Siglap Plain, Siglap Plain对面
83081,Opp Perpetual Succour Ch, Opp Perpetual Succour Ch
83099,Aft Perpetual Succour Ch, 义顺2道之后
83101,Eunos Stn, Eunos Stn
83109,Opp Eunos Stn, Eunos Stn对面
83111,Blk 17, 大牌17
83119,Opp Blk 16, 大牌16对面
83121,Bef Lor K Telok Kurau, Lor K Telok Kurau对面
83129,Aft Ji Xiang Ct, Ji Xiang之后
83131,Aft Lor H Telok Kurau, Lor H Telok Kurau对面
83139,Aft Joo Chiat Pl, Joo Chiat之后
83141,Aft Lor G Telok Kurau, Telok Kurau Sec Sch
83149,Aft Changi Rd, Kurau Ct对面
83151,Parkway East Hosp, East Hosp对面
83159,Opp Parkway East Hosp, Opp Parkway East Hosp
83169,Bef Still Rd, Still Rd对面
83171,Bef Roseburn Ave, Roseburn Ave对面
83179,Aft Siglap Dr, Siglap Dr对面
83181,Aft Bethesda Frankel Ch, 义顺2道之后
83189,Bef Bethesda Frankel Ch, Bef Bethesda Frankel Ch
83191,Bef Frankel Dr, Frankel Dr对面
83199,Aft Frankel Dr, Frankel Dr对面
83201,Bef Frankel Terr, Frankel Terr对面
83209,Aft Frankel Terr, Frankel Terr对面
83219,Bef Frankel Ave, Frankel Ave对面
83229,Bef Carlton Ave, Carlton Ave对面
83231,Bef Siglap Dr, Siglap Dr对面
83239,Opp Cheviot Hill, Cheviot Hill对面
83249,Flamingo Valley, Flamingo Valley
83251,Bef Jln Khairuddin, Jln Khairuddin对面
83261,Opera Est Pr Sch, Opera Est Pr Sch
83269,Opp Opera Est Pr Sch, Opera Est Pr Sch对面
83271,Aft Swan Lake Ave, 义顺2道之后
83279,Aft Carmen St, Carmen St对面
83281,Bef Tosca St, Tosca St对面
83291,Aft Joo Chiat Pl, Flora East
83299,Aft Lor G Telok Kurau, Lor G Telok Kurau对面
83301,Aft East Coast Rd, 义顺2道之后
83309,Aft Still Lane, Still Lane对面
83311,Aft Lor Nangka, Lor Nangka对面
83319,Aft Lor J Telok Kurau, Lor J Telok Kurau对面
83321,Kembangan Stn, Kembangan Stn
83329,Opp Kembangan Stn, Kembangan Stn对面
83331,Kg Kembangan CC, 大牌CC对面
83341,Blk 102, 大牌102
83351,Grosvenor View, Grosvenor View
83361,Hua Yu Mans, Yu Mans对面
83371,Aft Jln Paras, Jln Paras对面
83381,Bef Jln Kembangan, Jln Kembangan对面
84009,Bedok Int, 勿洛车站
84011,Chai Chee Ind Pk, Chai Chee Ind Pk
84019,Opp Chai Chee Ind Pk, Chai Chee Ind Pk对面
84021,Blk 32, 大牌32
84029,Opp Blk 32, 大牌32对面
84031,Bedok Stn Exit B, Bedok Stn
84039,Bedok Stn Exit A, Bedok Stn
84041,Blk 221A, 大牌221A
84049,Blk 27, 大牌27
84051,Bedok Sports Cplx, Sports Cplx对面
84059,Blk 65, 大牌65
84061,The Tanamera Condo, Tanamera Condo对面
84069,Blk 55, 大牌55
84071,Blk 71, 大牌71
84079,Siglap Cc/Opp Blk 71, 大牌45
84081,Opp Blk 40, 大牌40对面
84089,Blk 40, 大牌40
84101,Opp Blk 49, 大牌49对面
84109,Blk 50, 大牌50
84111,Temasek JC, Temasek JC
84119,Opp Temasek JC, Temasek JC对面
84121,Aft Bedok Sth Ave 1, 勿洛南1道之后
84129,Fujitec S'pore Ltd, Fujitec 新加坡 Ltd
84131,Opp Panasonic, Panasonic对面
84139,Panasonic, Panasonic
84141,OPP LION HME FOR ELDERS, Lion Home for Elders对面
84149,LION HME FOR ELDERS, Lion Home For Elders
84151,Casafina, Casafina
84159,Opp Casafina/Temasek JC, Hitachi Consumer Products
84191,Blk 220 CP, 大牌220CP
84199,Opp Blk 220 CP, 大牌220 CP对面
84201,BEDOK RESVR STN EXIT A, 大牌761对面
84209,BEDOK RESVR STN EXIT B, Baywater对面
84211,Blk 403, 大牌403
84219,Bet Blks 139/140, Bet大牌139/140
84221,Blk 109, 大牌109
84229,Blk 111, 大牌111
84231,Blk 85, 大牌85
84239,Opp Blk 85, 大牌85对面
84241,Blk 81, 大牌81
84249,Blk 124, 大牌124
84251,Blk 99, 大牌99
84259,Blk 88, 大牌88
84261,St. Anthony's Cano Sch, St. Anthony's Cano学校
84269,Blk 95, 大牌95
84271,Aft Bedok Ind Pk E, 黄金铃铛中心对面
84279,Aft Bedok Nth St 5, 黄金铃铛 Svc 中心
84281,Blk 180, 大牌180
84289,Opp Blk 180, 大牌180对面
84299,Bedok Nth Depot, 勿落Nth Depot
84301,Opp Kg Chai Chee CC, Kg Chai Chee CC对面
84309,Kg Chai Chee CC, Kg Chai Chee CC
84311,Blk 521, 大牌521
84319,Blk 428, 大牌428
84321,Blk 516, 大牌516
84329,Blk 414, 大牌414
84331,Opp Blk 416, 大牌416对面
84339,Blk 416, 大牌416
84341,Opp Fengshan Pr Sch, 风山小学对面
84349,Fengshan Pr Sch, 风山小学
84351,Bedok Ctrl PO, 勿洛Ctrl PO
84359,Opp Bedok Ctrl PO, 勿洛中心PO
84361,Blk 547, 大牌547
84369,Blk 45, 大牌45
84371,Blk 546, 大牌546
84379,Opp Blk 546, 大牌546对面
84381,Blk 544, 大牌544
84391,Blk 534, 大牌534
84401,Opp Blk 550, 大牌550对面
84409,Blk 550, 大牌550
84411,Blk 526, 大牌526
84419,Blk 512, 大牌512
84421,Blk 510, 大牌510
84429,Blk 515
84431,Blk 3014, 大牌3011
84439,Opp Blk 3014, 大牌3011对面
84449,Blk 509, 大牌509
84451,BEDOK NTH STN EXIT A, 大牌705/706对面
84459,Bet Blks 705/706, 大牌705/706之后
84461,Opp Blk 701, 大牌701对面
84469,Blk 703, 大牌703
84471,Blk 745, 大牌745
84479,Blk 713, 大牌713
84481,Aft Bedok Ind Pk C, Kaki Bt Ctr对面
84489,Aft Bedok Ind Pk C, Kaki Bt Ctr之后
84491,Blk 629, 大牌629
84499,Blk 140, 大牌140
84501,Christ Ch, Christ Ch
84511,Blk 608, 大牌608
84521,Blk 506, 大牌506
84529,Blk 109, 大牌109
84539,BEDOK NTH STN EXIT B
84541,Blk 42, 大牌42
84549,Opp Blk 42, 大牌42对面
84551,BLK 51
84559,Opp Blks 50/51, 大牌51对面
84561,BLK 53
84569,Opp Blk 53, 大牌53对面
84571,OPP BLK 55
84579,Aft Chai Chee St, Chai Chee之后
84581,Opp Bedok Sth NPC
84589,Bef New Upp Changi Rd, New Upp Changi Rd对面
84591,SBST Bedok Bus Pk, SBST勿洛公园
84599,Opp SBST Bedok Bus Pk, SBST勿落巴士公园对面
84601,Opp Waterfront Key, 喷泉要是对面
84609,Waterfront Key, 喷泉钥匙
84611,Opp Waterfront Isle, 喷泉Isle对面
84619,Waterfront Isle, 喷泉Isle
84621,Opp Blk 716, 大牌716对面
84629,Blk 716, 大牌716
84631,Opp Waterfront Waves, 喷泉波浪对面
84639,Aft Waterfront Waves, 喷泉波浪之后
84641,Blk 24, 大牌24
84649,Opp Blk 24, 大牌24对面
84661,Blk 172, 大牌172
84669,Blk 73, 大牌73
84671,Aft Blk 156, 大牌156之后
84679,Opp Blk 156, 大牌156对面
84681,Blk 163, 大牌163
84691,Blk 171, 大牌171
84701,Blk 151, 大牌151
84709,Opp Blk 150, 大牌150对面
85019,Eastwood Ctr, Eastwood中心
85021,Country Pk, 国家公园
85029,Aft Bedok Meth Ch, 勿洛Meth Ch之后
85031,Excelsior Gdns, Excelsior公园
85039,Opp Excelsior Gdns, Excelsior公园对面
85041,Man Fatt Lam Tp, Man Fatt Lam Tp
85049,Opp Man Fatt Lam Tp, Man Fatt Lam Tp对面
85051,Aft Jln Chempaka Kuning, Jln Chempaka Kuning之后
85059,Bef Jln Chempaka Kuning, Jln Chempaka Kuning之前
85061,Opp Bedok Mkt Pl, 勿洛Mkt Pl对面
85069,Bedok Mkt Pl, 勿洛市场Pl
85071,Bef Changi Fire Stn, Bef Changi Fire Stn
85079,Flextronic, 大牌Flextronic
85081,Bef Jln Pari Burong, Bef Jln Pari Burong
85089,Bef Jln Chempaka Kuning, Bef Jln Chempaka Kuning
85091,Tanah Merah Stn Exit B, Merah Stn对面
85099,Tanah Merah Stn Exit A, Merah Stn对面
85101,Aft Bedok Rd, Bedok Rd对面
85109,Bef Bedok Rd, Bedok Rd对面
90011,Bef Tg Rhu View, Bef Tg Rhu View
90019,Pk Shore Condo, Shore Condo对面
90021,Pebble Bay, Pebble Bay
90029,Opp Pebble Bay, Pebble Bay对面
90031,Tg Ria Condo, Ria Condo对面
90039,Opp Tg Ria Condo, Opp Tg Ria Condo
90051,Opp S'pore Swim Club, Opp S'pore Swim Club
90059,S'pore Swim Club, Swim Club对面
90061,Dunman High Sch, High Sch对面
90069,Opp Dunman High Sch, Opp Dunman High Sch
90079,Opp Costa Rhu Condo, Opp Costa Rhu Condo
91041,EtonHouse Pre-Sch, House Pre-Sch对面
91049,Bef Fort Rd, Fort Rd对面
91051,Opp Santa Fe Mans, Opp Santa Fe Mans
91059,Katong Pk Twrs, Pk Twrs对面
91061,Bet Hse No. 767/767A, Bet Hse No. 767/767A
91069,Bef Walton Rd, Walton Rd对面
91071,Bef Tg Katong Rd, Bef Tg Katong Rd
91079,Aft Tg Katong Rd, 义顺2道之后
91081,Fort Gdns, Fort Gdns
91089,Opp Fort Gdns, Fort Gdns对面
91091,Bef Kg Kayu Rd, Bef Kg Kayu Rd
91099,Bef Wilkinson Rd, Wilkinson Rd对面
91101,Tg Katong Flyover, Katong Flyover对面
91111,CP B1, Ｇｅｙｌａｎｇ　之后
92041,Opp Parkway Parade, Parkway Parade对面
92049,Parkway Parade, Parkway Parade
92051,Opp Blk 72, 大牌72对面
92059,Bet Blks 72/74, 大牌74对面
92061,CHIJ Katong Convent (Pr), CHIJ Katong Convent (Pr)
92069,Tao Nan Sch, Nan Sch对面
92071,Opp Blk 57, 大牌57对面
92079,Blk 57, 大牌57
92081,St. Patrick's Sec Sch, St. Patrick's Sec Sch
92089,CHIJ Katong Convent, 大牌Convent对面
92091,Opp One Amber, One Amber对面
92099,One Amber, One Amber
92101,Katong Shop Ctr, Shop Ctr对面
92109,Opp Katong Shop Ctr, Opp Katong Shop Ctr
92111,Opp Roxy Sq, Roxy Sq对面
92119,Roxy Sq, Roxy Sq
92121,Opp The Holy Family Ch, The Holy Family Ch对面
92129,The Holy Family Ch, The Holy Family Ch
92131,Katong Omega Apt, Omega Apt对面
92139,Opp Katong Omega Apt, Opp Katong Omega Apt
92141,Nafa Arts Kindergarten, Ocean Apts
92149,St. Patrick's Green, 大牌Green对面
92151,Christ Meth Ch, Meth Ch对面
92159,ST. PATRICK'S SCH, St. Patrick's Sec Sch
92161,Aft Katong PO, 大牌PO对面
92169,Bef Katong PO, 大牌PO对面
92171,Marshall Lane, Marshall Lane
92179,Aft Duku Rd, Duku Rd对面
92181,112 Katong, 大牌Katong
92189,Opp 112 Katong, 大牌Katong对面
92191,Opp CP C3, 大牌C3对面
92199,Aft CP C4, Tennis Ctr
92201,Aft Lor M Telok Kurau, 大牌Tandeville
92209,Aft Jln Baiduri, Opp Tandeville
92211,CHIJ Katong Convent (Sec), CHIJ Katong Convent (Sec)
92219,Opp CHIJ Katong Convent, Opp CHIJ Katong Convent
92221,Blk 19, 大牌19
92229,Blk 53, 大牌53
92231,Blk 34, 大牌34
92239,Blk 45, 大牌45
92241,Amber Gdn, 安珀公园
92249,Opp Amber Gdn, 安珀公园对面
92251,Opp Parkland Green, Singa Inn对面
92261,Opp P/G @ Big Splash, Opp Playground @ Big Splash
92271,Opp D'Ecosia, Grand Hotel对面
92279,D'Ecosia, Grand Hotel对面
92289,Marine Cove, Regent Bowl
92301,Bef St. Patrick's Rd, Bef St. Patrick's Rd
92309,East Coast Apts, Coast Apts对面
93011,Opp Neptune Ct, Neptune Ct对面
93019,Neptune Ct, Neptune Ct
93021,Opp Mandarin Gdns, Mandarin Gdns对面
93029,Mandarin Gdns, Mandarin Gdns
93031,Opp Laguna Pk, Laguna Pk对面
93039,Laguna Pk, Laguna Pk
93041,Hua Xin Ct, Xin Ct对面
93049,Lagoon View, Lagoon View
93051,Aft Dunbar Wk, Dunbar Walk对面
93059,Aft Jln Buloh Perindu, Jln Buloh之后
93061,Bef Siglap Rd, Siglap Rd对面
93069,Aft Siglap Rd, Siglap Rd对面
93071,Crescendo Bldg, Crescendo Bldg
93079,Opp Springvale, Opp Springvale
93081,Opp Chiang Ct, Chiang Ct对面
93089,Opp Goodwill Ct, Goodwill Ct对面
93091,Opp Siglap Sth CC, Opp Siglap Sth CC
93099,Siglap Sth CC, 大牌CC对面
93101,Aft Coldstream Ave, Coldstream Ave对面
93109,Bef Frankel Pl, Frankel Pl对面
93111,Bef Elite Pk Ave, Bef Elite Pk Ave
93119,Aft Elite Pk Ave, 义顺2道之后
93121,Opp Sekolah Indonesia, Sekolah Indonesia对面
93129,Bef Sekolah Indonesia, Sekolah Indonesia对面
93131,Opp Eastern Lagoon II, Eastern Lagoon II对面
93139,Eastern Lagoon II, Eastern Lagoon II
93149,Siglap Link, Siglap Link
93151,Opp Cable Ski Pk, Opp Cable Ski Pk
93159,Cable Ski Pk, Ski Pk对面
93161,Bef CP E1, Opp Pond
93169,Bef CP D5, 大牌D5对面
93171,Opp CP D3, Opp Island Resort S'pore
93179,CP D3, Resort S'pore对面
93181,Opp CP C4, 大牌C4对面
93189,Opp Victoria JC, 大牌JC对面
93199,Opp Mandarin Gdns, Mandarin Gdns对面
93201,Victoria Sch, Victoria Sch
94009,Upp East Coast Ter, Upp East Coast Ter
94011,Evergreen Gdn, Evergreen Gdn
94019,Opp Evergreen Ave, Evergreen Ave对面
94021,Bef Sennett Rd, Sennett Rd对面
94029,Aft Sennet Rd, Coast Ville对面
94031,The Summit, The Summit
94039,Opp The Summit, The Summit对面
94041,Aft Parbury Ave, Fairview Ct对面
94049,Aft Bedok Sth Ave 3, Fairview Ct
94051,Opp Temasek Sec Sch, Opp Temasek Sec Sch
94059,Temasek Sec Sch, Sec Sch对面
94061,Kew Green Condo, Green Condo对面
94069,Opp Kew Green Condo, Opp Kew Green Condo
94071,Opp Bedok Camp 2, Opp Bedok Camp 2
94079,Bedok Camp 2, 大牌2对面
94089,Calvary Ably Of God Ch, Ｇｅｙｌａｎｇ　of　God　Ch　之后
94099,Aft E.C. Sea Sports Club, E.C. Sea Sports Club对面
95011,Bef Changi Airport PTB3, 樟宜机场PTB3 之前
95019,Aft Changi Airport PTB2, 樟宜机场PTB2 之后
95029,Changi Airport PTB1, 大牌PTB1对面
95039,Airfreight Ter Bldg, AirFreight Ter Bldg
95041,CIAS Cargo Ters, CIAS 货梯 Ters
95049,SATS Cargo Ter, SATS 货梯Ter
95051,3rd Cargo Agents, 第三个货梯
95061,SIA Hangar, SIA Hanger
95069,Opp SIA Hangar, SIA Hanger对面
95071,Changi Beach CP 4, Changi Beach CP 4
95079,Opp Changi Beach CP 4, Changi Beach CP 4对面
95081,Changi Beach CP 5, Changi Beach CP 5
95089,Opp Changi Beach CP 5, Changi Beach CP 5对面
95091,SAF Ferry Ter, 大牌Ter对面
95099,Opp SAF Ferry Ter, Opp SAF Ferry Ter
95109,Changi Airport PTB3, 大牌PTB3对面
95129,Changi Airport PTB2, 大牌PTB2对面
95131,Police Pass Off, 警察办公室
95139,Police Pass Off, 警察办公室
95141,Aft Cargo Bldg D, Cargo Bldg D 之后
95149,Bef Cargo Bldg D, Cargo Bldg D之前
95151,Airport Police Stn, 机场警察局
95159,Near SATS Flight Kitchen, Near SATS 飞机厨房
95161,Bef Changi Ferry Rd, Bef Changi Ferry Rd
95169,Aft Changi Ferry Rd, Changi Ferry之后
95171,Prologis, Prologis
95179,DHL, DHL
95181,Menlo Worldwide, Menlo 世界宽
95189,Expeditors, Expeditors
95191,Opp DB Schenker, DB Schenker对面
95209,CHANGI AIRPORT PTB4
96011,Bef Simei Ave, Simei Ave对面
96019,Aft Simei Ave, Simei Ave对面
96021,Opp Expo Halls 1/2/3, Ｇｅｙｌａｎｇ　Halls　之后
96029,Expo Halls 1/2/3, 大牌3对面
96031,Opp Expo Halls 4/5/6, Ｇｅｙｌａｎｇ　Halls　之后
96039,Expo Halls 4/5/6, 大牌6对面
96041,UPP CHANGI STN/OPP SUTD, Tropicana Condo对面
96049,UPP CHANGI STN/SUTD, Tropicana Condo对面
96051,Opp Changi Ct, Changi Ct对面
96059,Changi Ct, Changi Ct
96061,Opp Mera Terr P/G, Ｇｅｙｌａｎｇ　Terr　P　G　之后
96069,Mera Terr P/G, 大牌G对面
96071,Opp ITE Coll East Tec Blk, Simei Ave对面
96079,ITE Coll East Tec Blk, 大牌Campus对面
96081,Grace Independent Ch, Independent Ch对面
96089,Opp Grace Independent Ch, Opp Grace Independent Ch
96091,Aft Upp Changi Rd, Upp Changi之后
96099,Aft Upp Changi Rd East, Upp Changi Rd East对面
96101,Blk 3012, 大牌3012
96109,Opp Blk 3012, 大牌3012对面
96111,Opp ITE Coll East Adm Blk, Bef Upp Changi Rd
96119,ITE Coll East Adm Blk, 大牌East对面
96121,Metta Welfare Assn, 大牌135
96129,Melville Pk, 大牌135对面
96131,Blk 130, 大牌130
96139,Blk 148, 大牌148
96141,Blk 120, 大牌120
96149,Simei Stn, Simei Stn
96151,Blk 106, 大牌106
96159,Blk 254, 大牌254
96161,Opp Simei Stn, Simei Stn对面
96169,Simei Stn, Simei Stn
96171,Bet Blks 227/228, 大牌228对面
96179,Modena Condo/Opp Blk 228, 四美228街之后
96181,Blk 151, 大牌151
96189,Blk 166, 大牌166
96191,Blk 224, 大牌224
96199,Opp Blk 224, 大牌224对面
96201,Simei Green Condo, Green Condo对面
96209,Opp Simei Green Condo, Opp Simei Green Condo
96219,Tanah Merah Ferry Ter, Tanah Merah Ferry Ter
96221,Opp S'pore Expo, S'pore Expo对面
96229,S'pore Expo, S'pore Expo
96231,DB Schenker, 大牌Schenker
96239,CEVA Freight, 大牌Freight
96241,LAGUNA NATL COUNTRY CLUB, Laguna Natl C. Club
96249,Builders Ctr, Builders Ctr
96251,Bef Changi General Hosp, Bef Changi General Hosp
96259,Aft Changi General Hosp, 四美Hosp街之后
96261,Blk 233, 大牌233
96269,Blk 146, 大牌146
96271,Opp Global Logistics Ctr, Opp Global Logistics Ctr
96281,Opp Changi General Hosp, Opp Changi General Hosp
96289,Changi General Hosp, General Hosp对面
96291,Blk 223, 大牌223
96299,Simei Green Condo, Green Condo对面
96301,EXPO STN EXIT B
96309,EXPO STN EXIT E
96311,BEF CHANGI STH ST 2, Yusen Logistics对面
96319,Yusen Logistics, Yusen Logistics
96321,DBS Asia Hub, 大牌Hub对面
96329,DHL, DHL
96331,Premier, 大牌Premier
96341,Aft Sunny Metal & Engrg, Sunny Metal & Engrg对面
96351,Bef Changi Sth St 1, Changi Sth St 1对面
96361,Aft Akzonobel, Ｇｅｙｌａｎｇ　之后
96371,STANDARD CHARTERED BANK, Chartered Bank对面
96381,Changi City Pt, Yusen Logistics对面
96389,Opp Changi City Pt, DHL
96401,Honeywell Bldg, Yusen Logistics对面
96421,OPP CHANGI LODGE 2
96429,CHANGI LODGE 2
96431,OPP CHANGI NAVAL BASE
96439,CHANGI NAVAL BASE
96441,OPP SUTD
96449,SUTD
97009,Changi Business Pk Ter, Yusen Logistics对面
97011,The Japanese Sch, Japanese Sch对面
97019,Opp Salvation Army, Salvation Army对面
97031,Aft Jln Bena, Jln Bena对面
97039,Bef Jln Bena, Jln Bena对面
97041,Ballota Pk Condo, Pk Condo对面
97049,Changi Prison, Changi Prison
97051,Opp Changi Women's Prison, Opp Changi Women's Prison
97059,Changi Women's Prison, 大牌Prison对面
97061,Changi Baptist Ch, Baptist Ch对面
97069,Lloyd Leas Work Rel Camp, Leas Work Rel Camp对面
97071,Selarang Camp, Selarang Camp
97079,Opp Selarang Camp, Selarang Camp对面
97081,Selarang Pk Drug Reh., Selarang Pk Drug Reh.
97089,Opp Selarang Pk Drug Reh., Selarang Pk Drug Reh.对面
97091,Bef Loyang Ave, Loyang Ave对面
97099,Aft Loyang Ave, Loyang Ave对面
97101,Bef Jln Mariam, Jln Mariam对面
97109,Aft Jln Mariam, Jln Mariam对面
97111,Bef Toh Cl, Toh Cl对面
97119,Aft Toh Cl, Toh Cl对面
97121,Bef Old Tampines Rd, Bef Old Tampines Rd
97129,Bef Loyang Ave, Loyang Ave对面
97141,Aft Upp Changi Rd Nth, 大牌VICOM
97149,Aft VICOM, 大牌VICOM
97151,Aft Changi Nth St 2, Com Asia Pacific Rim对面
97159,Bef Vicom, VICOM Veh Insp Ctr
97161,Edwards Lifesciences, Edwards Lifesciences
97169,Opp Edwards Lifesciences, Edwards Lifesciences对面
97171,Opp SATS Catering, 大牌Catering对面
97179,SATS Catering, 大牌Catering
97181,Seamap, 大牌Seamap
97189,SATS Maintenance Ctr 2, SATS Maintenance Ctr 2
97201,Opp Changi Chapel Museum, Opp Changi Chapel Museum
97209,Changi Chapel Museum, Chapel Museum对面
97301,Agility, 大牌Agility
97311,Zuellig Pharma, Zuellig Pharma
97321,Aft Compass Green, Compass Green对面
97331,Bef Changi Prison Cplx, Bef Changi Prison Cplx
98011,Blk 149A, 大牌149A
98019,Opp Blk 149A, 大牌149A对面
98021,Blk 275, 大牌275
98029,Opp Blk 275, 大牌275对面
98031,Aft Pasir Ris Dr 3, Pasir Ris Dr 3对面
98039,Bef New Loyang Link, Bef New Loyang Link
98041,Opp Loyang Valley, Loyang Valley对面
98049,Loyang Valley, Loyang Valley
98051,Bef Loyang Way, Loyang Way对面
98059,Aft Loyang Way, Loyang Way对面
98061,Opp Engine Test Facility, Opp Engine Test Facility
98069,Aft Engine Test Facility, 义顺2道之后
98071,Loyang Way/Soxal, 义顺2道之后
98079,Opp Loyang Way/Soxal, Bef Engine Test Facility
98081,Aft Jln Batalong, Jln Batalong对面
98089,Bef Jln Batalong, Jln Batalong对面
98091,Blk 156, 大牌156
98099,Blk 269A, 大牌269A
98101,Loyang Pt, Loyang Pt
98109,Opp Loyang Pt, Loyang Pt对面
98111,BLK 256/OPP LOYANG PT, Loyang Pt对面
98119,Loyang Pt, Loyang Pt
98121,Krislite Bldg, Krislite Bldg
98129,Opp Krislite Bldg, 大牌Corporation
98131,Bef Loyang Way 1, Hitachi Chemical对面
98139,Aft Loyang Way 1, Hitachi Chemical
98141,GE Aircraft Engines, 大牌Engines对面
98149,Wacker Chemicals, Wacker Chemicals
98151,Opp Loyang Way 4, Opp Loyang Way 4
98161,Composite Tech, Composite Tech
98171,Opp SIA Supplies Ctr, Opp SIA Supplies Ctr
98181,Opp Loyang Way 6, Yong Ann Pte Ltd对面
98199,Aft Loyang Way, Loyang Way对面
98209,Encompass Digital Media, Digital Media对面
98219,Pratt & Whitney Canada, Pratt & Whitney Canada
98229,Honey Well, Honey Well
98231,Loyang Ind Est, Ind Est对面
98239,Opp Loyang Ind Est, Opp Loyang Ind Est
